;ITALIAN
gui/popup/issue_raytracing;Il gioco ha riscontrato un problema con le impostazioni di rendering grafiche correnti. Se il problema si verifica di nuovo, disattiva le funzionalità di raytracing nelle Impostazioni grafiche avanzate. Stiamo lavorando attivamente per risolvere questi problemi, grazie per la comprensione.
gui/popup/load_last_checkpoint;Caricando il gioco verranno cancellati tutti i progressi non salvati. Sei sicuro?
gui/popup/override_save;Stai tentando di sovrascrivere uno stato di salvataggio esistente. Vuoi davvero sovrascriverlo?
gui/popup/remove_changes;Hai apportato modifiche alle impostazioni del gioco. Vuoi salvarle?
gui/popup/remove_save;Vuoi davvero rimuovere questo stato di salvataggio?
gui/popup/restart_level;Il riavvio cancellerà i tuoi progressi di livello attuali. Sei sicuro?
gui/popup/save_1gb_limit;Il salvataggio dello stato del gioco non è stato completato perché hai raggiunto il limite di 1 GB per gli stati di salvataggio. Rimuovi alcuni vecchi stati di salvataggio per consentire il salvataggio di nuovi stati di gioco.
gui/popup/save_corrupted;Uno o più stati di salvataggio sono danneggiati e verranno eliminati.
gui/popup/save_file_op_error;Si è verificato un problema con il salvataggio dello stato del gioco: ${error_code}
gui/popup/save_invalid_user;Il file di salvataggio che stai tentando di caricare appartiene a un altro utente.
gui/popup/save_limit_campaign;Hai raggiunto il limite di stati di salvataggio per questa campagna o modalità di gioco.
gui/popup/save_no_container;Il file di salvataggio che stai tentando di caricare non esiste.
gui/popup/save_no_space;Non c'è abbastanza spazio disponibile per salvare i progressi del gioco.
gui/popup/save_planetary_lock;Non puoi lasciare la tua posizione planetaria attuale finché non hai salvato i progressi del gioco. Assicurati di poter salvare i progressi e riprova.
gui/popup/save_recreate;Questo stato di salvataggio relativo a questa missione è corrotto. Il gioco ricreerà questa missione dall'inizio.
gui/popup/save_too_big;Si è verificato un problema con il salvataggio dello stato del gioco: la dimensione dei dati della missione supera il limite accettabile. Ci sono troppi oggetti in quest'area di gioco. Vendi alcuni edifici o uccidi più creature e riprova l'operazione di salvataggio. Stiamo lavorando per rimuovere questa limitazione. Ci scusiamo per l'inconveniente.
gui/popup/save_ver_1_0;Questo file di salvataggio è stato creato in una versione molto vecchia del gioco. Hai già installato una versione molto più recente del gioco. Se vuoi goderti tutte le nuove funzionalità di gioco, ti consigliamo di iniziare a giocare questa campagna dall'inizio. Vuoi comunque caricare questo stato di salvataggio?
gui/popup/saving;Salvataggio del contenuto. \n Per favore non spegnere la console.
gui/popup/saving_pc;Salvataggio del contenuto. \n Si prega di non spegnere il computer.
gui/popup/seasonal_event;"<style=""huge_icon_season""><img=""${event_icon}""></style>\n\nL'evento ${event_localization} è attivo. Per celebrare l'occasione abbiamo preparato speciali sostituzioni stagionali per alcuni edifici e oggetti comuni. Vuoi attivare gli eventi stagionali? (puoi modificarlo in seguito nel menu delle impostazioni)"
gui/popup/streaming_content;Questo carico ha opzioni di streaming ma non ti sei connesso a nessuno dei due servizi di streaming.
gui/tooltips/amount;Corrente/Archiviazione:
gui/tooltips/bilans;Bilancia:
gui/tooltips/change;Ingresso/Uscita:
gui/tooltips/quality;Qualità:
gui/tooltips/sun_power;Energia solare
gui/tooltips/weather_info;Informazioni meteo:
gui/tooltips/wind_power;Energia eolica
monster_description/alien_tower_artillery;Una struttura difensiva aliena avanzata. È specializzata nella neutralizzazione di bersagli a lungo raggio e spara proiettili altamente esplosivi a lunga distanza. Tuttavia, è radicata in un luogo, consentendo alla Mecha-Suit di superare in astuzia i proiettili.
monster_description/alien_tower_plasma;Questa struttura è un costrutto artificiale di una specie aliena incontrata per la prima volta su Galatea 37. La tecnologia aliena utilizza materia oscura ed energia oscura, che consente a queste strutture di rimanere inosservate in uno stato di ibernazione per lungo tempo. Attacca i suoi nemici sparando potenti proiettili al plasma.
monster_description/arachnoid;Gli aracnoidi secernono una sostanza fortemente acida dalle loro code e mascelle. L'acido è usato principalmente per rendere il cibo più facile da digerire, ma può anche essere usato in modo offensivo. Gli aracnoidi sono spesso visti attaccare i loro nemici lanciando proiettili acidi dalle loro lunghe code. Questi proiettili non vengono lanciati con grande forza, rendendo i proiettili singoli facilmente evitabili.
monster_description/baxmoth;Le Baxmoth hanno sviluppato le loro lunghe zampe per raggiungere i fiori in alto sulle chiome degli alberi. È comune per loro rilasciare uno sciame di piccole creature volanti, che si comportano come droni, raccogliendo nettare per la Baxmoth e respingendo gli aggressori. Non è chiaro se siano la stessa specie o se vivano in una relazione simbiotica tra loro.
monster_description/bitrid;Bitrid è un insetto di grandi dimensioni che trascorre la maggior parte della sua vita adulta raccogliendo nettare nel suo grande sacco, dove conserva anche le uova. I bitridi sono ermafroditi: qualsiasi altro membro della specie può aiutare a fecondare le uova. Una volta che le larve si schiudono dalle uova all'interno del sacco, si nutrono di nettare finché non sono pronte a emergere e a far scoppiare il sacco, uccidendo il genitore nel processo.
monster_description/bomogan;Uno speciale set di organi sulla schiena consente a queste creature di creare sacchi pieni di fluido facilmente infiammabile. Il sacco viene lanciato come un proiettile di artiglieria ed esplode all'impatto. I sacchi esplosivi possono facilmente aggirare le difese e colpire bersagli critici all'interno della base. Le spesse piastre ossee sulla parte anteriore del corpo proteggono anche la creatura da tutti i tipi di pericoli ambientali. Fortunatamente, la creatura è davvero enorme e le sue piccole zampe non sono adatte a inseguire le prede, quindi non è difficile seminare questo bestione.
monster_description/brabit;La specie Brabit sembra essere pacifica e neutrale verso le altre creature. I meccanismi alla base della sua capacità di volare non sono del tutto chiari, ma le letture suggeriscono che può manipolare il campo elettromagnetico attorno a sé.
monster_description/bradron;Questa creatura sembra essere il risultato di un esperimento biomeccanico. I suoi organi naturali sono stati potenziati ciberneticamente, consentendogli di proiettare un potente raggio laser dal suo occhio prominente. Tuttavia, la loro capacità di librarsi sopra il terreno sembra essere di origine naturale, sebbene sia attualmente inspiegata. Potrebbe essere correlata alla specie Brabit.
monster_description/canoptrix;I Canoptrix sono piccole creature onnivore. Vivono in branchi ed è molto raro vedere un singolo esemplare in natura. Proteggono aggressivamente il loro territorio, usando i loro artigli affilati e le loro forti mascelle per attaccare l'intruso. Queste creature possono essere trovate in zone dal clima temperato.
monster_description/carnicinth;I Carnicinth si sono evoluti per camuffarsi da piante, arrivando persino a replicare i loro metodi di riproduzione. I Carnicinth nascono dai semi e rimangono immobili per tutta la vita a causa delle loro radici espansive. Le radici non hanno alcuno scopo quando si tratta di nutrizione, poiché i Carnicinth sono carnivori, ma svolgono un ruolo fondamentale nella cattura delle prede. I Carnicinth hanno lunghe lingue che usano per catturare le loro vittime. Essere radicati in profondità nel terreno assicura che la preda non avrà abbastanza forza per scappare.
monster_description/crader;Un piccolo spazzino. Usa i suoi artigli affilati per strappare qualsiasi cibo trovi in ​​pezzi più piccoli che possano stare nella sua bocca. Altrimenti, questa creatura è innocua.
monster_description/creeper;Questa interessante specie di fungo è aggressivamente espansiva. Si moltiplica molto e assomiglia al lievito su una scala molto più grande. Il fungo prende il controllo di tutto lo spazio possibile, diffondendosi più avidamente verso fonti di calore. I sottoprodotti acidi del suo metabolismo vengono rilasciati nel terreno, abbassando significativamente il fattore pH del terreno.
monster_description/drexolian;I Drexoliani hanno una spiccata capacità di mimetizzarsi nell'ambiente circostante, travestendosi da normali alberi. Sono in grado di rimanere immobili per ore, solo per colpire una vittima ignara in un istante. Spesso cercano di immobilizzare il bersaglio con l'uso delle loro appendici simili a viticci.
monster_description/flurian;I Flurian sembrano essere biomeccanicamente modificati, tuttavia, finora non sono stati trovati organismi correlati su Galatea 37. Ciò potrebbe indicare che questa specie è stata interamente ingegnerizzata. Altamente territoriali e aggressivi, attaccano gli intrusi con i loro artigli affilati e i lanciaproiettili al plasma fusi con le loro braccia.
monster_description/geotrupex;Queste creature sono spazzini neutrali ed evitano il contatto diretto con qualsiasi altra specie. Trascorrono la maggior parte della loro vita sepolti nelle sabbie del deserto di Galateo. Il carapace spesso offre loro una certa protezione dagli attacchi fisici, spesso appena sufficiente per scavare sottoterra ed eludere l'aggressore.
monster_description/gnerot;Gli gnerot si nutrono di depositi minerali sparsi in tutta Galatea 37, il che li rende una presenza comune in ogni bioma. Non è chiaro se i loro corpi siano ricoperti di roccia vera e propria o se sia un prodotto della loro pelle. Questa specie sembra essere in grado di manipolare la struttura del substrato roccioso di Galatea, facendo emergere grandi punte pietrose da sottoterra. Gli gnerot usano questa capacità per attaccare bersagli fuori dal loro raggio d'azione.
monster_description/granan;Una delle loro caratteristiche più evidenti è l'appendice bioluminescente sulla sommità della testa dei Granan. Viene utilizzata per attirare piccoli animali nelle fauci giganti dei Granan. Come se centinaia di denti non fossero abbastanza spaventosi, queste creature possono anche sputare acido, anche se a breve distanza. In caso di carenza di cibo fresco, i Granan ricorreranno alla ricerca di cibo spazzatura.
monster_description/hammeroceros;Queste creature sono in gran parte pacifiche e non attaccano senza essere provocate. Cercheranno di spaventare i potenziali aggressori ruggendo e battendo i piedi. Se ciò non ha effetto, caricheranno il nemico a testa in giù, usando l'intera massa del loro corpo a loro vantaggio. Grandi mandrie di queste creature vagano sulla superficie di Galatea 37, alla ricerca di condizioni di vita ottimali.
monster_description/hedroner;Gli Hedroner possono abitare qualsiasi pozza liquida trovino. Possono persino adattarsi alle condizioni estreme dei laghi di lava. Queste creature sono piuttosto solitarie ed evitano il contatto ravvicinato con altre specie. Se gli Hedroner devono difendersi, strappano grandi pezzi di terra sotto di loro, che lanciano al nemico.
monster_description/idapian;Gli Idapiani assomigliano a un'altra specie di Galatei, i Vathamite. Sembrano fluttuare nell'aria come se nuotassero nell'acqua. Ciò suggerisce che la densità del loro corpo potrebbe essere molto bassa o che influenzano il campo gravitazionale attorno a loro in un modo che consente loro di volare.
monster_description/idapian_metallic;Questa variante della creatura idapica è stata impiantata con diversi elementi sintetici, sebbene non presenti cambiamenti nel comportamento o nelle funzioni corporee. Forse è stato un esperimento fallito che è stato interrotto quando è diventato chiaro che questa specie non poteva essere trasformata in un'arma.
monster_description/jurvine;Gli Jurvine non creano nidi. Vivono uno stile di vita nomade, migrando da un luogo di alimentazione all'altro, per non restare troppo a lungo e diventare un bersaglio di un branco affamato di Canoptrix. Si muovono sulle loro gambe molto muscolose, che usano per saltare. In questo modo possono coprire lunghe distanze con un basso dispendio di energia. Si muovono a velocità molto elevate e sono persino in grado di superare la Riftbreaker Mecha-Suit.
monster_description/kermon;I Kermon vivono e cacciano in piccoli gruppi, prendendo di mira animali di tutte le specie come prede. Non ci sono ancora prove dirette che confermino la loro capacità di comunicare tra loro, ma la loro cooperazione e il loro lavoro di squadra lo suggeriscono fortemente. I Kermon tendono agguati a creature di tutte le dimensioni e le abbattono con facilità usando le loro lame affilate come rasoi. I Kermon hanno la capacità di mimetizzarsi in modo tale da diventare quasi invisibili a occhio nudo.
monster_description/krocoon;Il corpo del Krocoon sembra fatto di metallo o cristalli. Un'armatura così resistente garantisce protezione dalla maggior parte dei pericoli naturali, come predatori o eventi meteorologici. Lo svantaggio è che la creatura è molto pesante e non è la più agile. Il Krocoon è in grado di sostenersi consumando minerali grezzi da vari depositi sulla superficie di Galatea 37. In caso di pericolo, userà la zampa posteriore o la testa per schiacciare il nemico.
monster_description/lesigian;Queste creature hanno la capacità unica di manipolare il campo elettromagnetico nelle loro vicinanze, il che conferisce loro la capacità di levitare e di causare fulmini. Queste creature sono in grado di teletrasportarsi da un posto all'altro per sbilanciare l'attaccante e ottenere il sopravvento in combattimento. I meccanismi alla base della loro tecnica di teletrasporto sono ancora sconosciuti. Alcuni Lesigian esplodono se il loro corpo viene danneggiato, probabilmente a causa della carica elettrica immagazzinata al loro interno.
monster_description/magmoth;Le magmoth si trovano nelle pozze liquide di Galatea 37. Tutte le letture suggeriscono che queste creature trascorrono la maggior parte della loro vita immerse nella pozza che occupano. Se devono emergere dalla superficie, modellano il liquido attorno a loro per formare un esoscheletro. Ciò consente loro di lasciare la loro pozza di origine e di trasferirsi. Le magmoth si affidano principalmente ad attacchi a distanza, sparando proiettili ai loro aggressori.
monster_description/moltug;I Moltugs sono grandi creature simili a lumache con una corazza calcificata sul dorso. Si nutrono di residui solforici trovati sulle rocce nel Bioma Magma. Per una ragione sconosciuta, i Moltugs a volte nascondono pezzi di minerali sotto la loro corazza.
monster_description/morirot;I Morirot si trovano solo nel roccioso Magma Biome. Il loro insolito habitat garantisce loro l'invulnerabilità al calore e al fuoco. Sono protetti da uno spesso guscio esterno, che li rende nemici molto pericolosi. I Morirot consumano funghi sia per ottenere i loro nutrienti, sia per l'acqua, che altrimenti sarebbe difficile da trovare. Di solito vivono in grandi gruppi.
monster_description/mothray;L'analisi della composizione corporea della Mothray suggerisce che dovrebbe essere impossibile per questa creatura volare. Nonostante ciò, la creatura viene spesso vista planare tranquillamente nel cielo galateo, come se stesse nuotando. Una possibile spiegazione è che queste creature aumentano la densità dell'aria attorno a loro, consentendo loro di 'nuotare' a mezz'aria.
monster_description/mushbit;I Mushbits vengono spesso visti vagare tra i loro alveari. Se lasciati indisturbati, molto probabilmente ignoreranno la presenza di altre specie, ma se qualcosa incrocia il loro cammino attaccheranno senza pietà. I ​​Mushbits sono rapidi come un fulmine e le loro braccia a forma di lama sono abbastanza affilate da tagliare la maggior parte dei metalli. Vivono in grandi colonie. Se ne incontri uno, fai attenzione agli altri.
monster_description/necrodon;Si consiglia estrema cautela e ulteriori analisi. I Necrodon potrebbero essere solo normali animali che agiscono d'istinto, ma i loro comportamenti suggeriscono che potrebbero essere una specie di livello superiore, più organizzata e intelligente di quanto pensassimo. Non è chiaro come, ma sono in grado di riportare in vita le creature cadute. Per farlo, il corpo della creatura deve rimanere in gran parte intatto. I Necrodon non sono una grande minaccia da soli, ma diventano molto pericolosi in collaborazione con altre specie.
monster_description/nerilian;I Nerilliani sono in grado di scavare in profondità nel terreno e rimanervi per giorni, in attesa che arrivi la preda. Non appena avvertono le vibrazioni del terreno causate dai passi, si precipitano immediatamente in superficie per catturare e uccidere la preda. Sono molto rapidi ad attaccare e altrettanto rapidi a scavare sottoterra se il bersaglio scappa o se è troppo minaccioso per loro.
monster_description/nurglax;Nonostante l'aspetto terrificante, i Nurglax non sono molto pericolosi da soli. Sono lenti e pigri, il che conferisce al Riftbreaker in Mecha-Suit un vantaggio nel combattimento diretto. Tuttavia, il sacco che cresce sulla schiena della creatura richiede estrema cautela. Sono pieni di larve di Nurglax e fluido acido. Questi sacchi vengono lanciati contro i nemici. L'acido corrode tutta la materia organica nel raggio dell'esplosione e le larve rosicchiano tutto ciò che rimane indietro.
monster_description/octabit;In questa creatura si trova pochissima materia organica. Non sembra avere nemmeno bisogni fisiologici: non mangia né dorme. Reagisce solo alle minacce esterne, inseguendo l'aggressore e tentando di distruggerlo esplodendo all'impatto. Se attaccato fisicamente, si dividerà in esemplari più piccoli.
monster_description/phirian;La creatura usa le sue cinque code muscolose per spingere il suo corpo alto e snello lungo il terreno. I Phirian mantengono una posizione eretta, il che dà loro una grande panoramica dell'ambiente circostante. Nonostante siano alti quasi 10 metri, l'attacco caratteristico di Phirian è uno scatto fulmineo verso il bersaglio, accompagnato da una potente spinta del braccio con la spada attraverso la vittima. Questo è preceduto da un breve periodo di preparazione in cui il Phirian arrotola il suo corpo per ottenere la massima forza dal suo corpo orrendamente lungo e muscoloso.
monster_description/quelver;Il loro corpo ovoidale è protetto da un esoscheletro. L'armatura esoscheletrica è sufficiente a scoraggiare i predatori più piccoli, ma quelli più grandi la romperanno senza problemi. I Quelver sono spazzini. L'intera vita di queste creature è incentrata sulla ricerca di resti organici da cui ricavano i loro nutrienti. Nonostante le piccole dimensioni, questi piccoli insetti sono piuttosto veloci grazie a centinaia di paia di zampe nascoste sotto il corpo. Se minacciati, i Quelver cercheranno di scappare dal pericolo il più velocemente possibile.
monster_description/rugwig;I Rugwigs sono spazzini, che puliscono tutti i resti organici che trovano. Sono innocui per il Riftbreaker e le strutture di base.
monster_description/shegret;Gli Shegret di solito non si vedono sulla superficie di Galatea 37. Trascorrono la maggior parte della loro vita sepolti nel terreno. Queste creature hanno paura della luce e per questo attaccano il loro bersaglio solo in completa oscurità. Le loro lunghe e appiccicose lingue permettono loro di estrarre qualsiasi sostanza di cui hanno bisogno per sopravvivere, inclusa l'energia pura. Gli Shegret mostrano una preferenza per gli oggetti inanimati, inclusi gli edifici Riftbreaker. Le luci della Mecha-Suit sono solitamente sufficienti a spaventarli.
monster_description/spawner_alien;Questa struttura aliena replica le specie ibride native-aliene di creature trovate nel bioma della Metallic Valley, il che suggerisce che quelle specie non si riproducono da sole. Se lasciata indisturbata, questa struttura creerà un flusso infinito di creature ostili.
monster_description/spawner_canoptrix;Questo grande organismo sembra essere una figura centrale nel ciclo riproduttivo del Canoptrix. L'organismo non sembra appartenere alla stessa specie del normale Canoptrix, ma le creature sembrano sempre deporre le uova attorno a lui. Si sospetta che a causa della statura grande e intimidatoria di questo essere, le uova siano protette dai predatori.
monster_description/spawner_granan;Le Granan depongono le loro uova in questa struttura. È simile a un favo, quindi si tratta della sua costruzione. Le larve di Granan si schiudono dalle uova deposte nell'alveare e vi rimangono fino alla maturità. Le larve si nutrono di piccoli insetti attirati nell'alveare dalle appendici bioluminescenti che crescono fuori dalla struttura.
monster_description/spawner_morirot;I Morirot cercano posti come questi per deporre le uova. La piattaforma elevata è situata sopra una bocca vulcanica attiva, aumentando significativamente la temperatura superficiale della piattaforma, ma non al punto da uccidere gli embrioni all'interno delle uova. Una volta schiusi, i giovani Morirot si nascondono nelle piccole grotte nascoste alla base della struttura.
monster_description/spawner_mushbit;I Mushbit creano queste strutture come punti di ingresso per le loro colonie giganti che si estendono sotto le sabbie del deserto di Galateo. Sono fatte di cellulosa mescolata con saliva di Mushbit. Il collasso della struttura chiude in modo permanente un punto di ingresso per la colonia, riducendo significativamente la presenza di Mushbit nell'area.
monster_description/stonger;Una creatura molto piccola che si traveste da roccia. Sembra essere uno spazzino completamente innocuo che si nutre di materia organica avanzata e residui minerali che si trovano naturalmente nel bioma della Metallic Valley.
monster_description/stregaros;Gli Stregaros sono ricoperti da un carapace spesso, che li rende molto resistenti a qualsiasi forma di attacco fisico. Le strutture caratteristiche che crescono dalle loro braccia sono fatte dello stesso tessuto del carapace. Gli Stregaros le usano come scudo o come arma molto efficace. Nonostante le dimensioni, gli elementi del loro esoscheletro sono piuttosto leggeri, consentendo agli Stregaros di muoversi liberamente.
monster_description/sulphorit;Queste creature sono erbivori pacifici e neutrali, nativi del Bioma Acido. Il loro tratto gastrointestinale è piuttosto unico, in quanto non produce acidi da solo. Invece, bevono fanghi acidi, che li aiutano a digerire il cibo.
monster_description/vathamite;I corpi dei Vathamiti producono gas più leggeri dell'aria come sottoprodotto del ciclo digestivo. Grazie a questo, i Vathamiti possono fluttuare nell'aria senza ali. Le loro lunghe appendici simili a tentacoli catturano piccoli insetti e polline di cui queste creature si nutrono.
monster_description/venomine;Hanno una certa somiglianza con i serpenti, che si trovano comunemente sulla Terra. Tuttavia, non sono affatto pericolosi. Trascorrono la maggior parte della loro vita alla ricerca di frammenti di materia organica che potrebbero mangiare, poiché sono onnivori.
monster_description/vesaurus;Come molte creature trovate su Galatea 37, il Vesaurus mostra un'affinità per le formazioni minerali. Spesso volteggiano intorno alle formazioni cristalline, così spesso viste sulla superficie del pianeta, e raccolgono nutrienti. In questo senso, sono simili ai colibrì, ma in qualche modo i Vesaurus sono in grado di rimanere in volo e fermi con solo un paio di battiti delle loro enormi ali, rivelando enormi differenze nella loro composizione corporea rispetto alle loro controparti terrestri.
monster_description/wingmite;Una specie altamente aggressiva, capace di percorrere lunghe distanze in tempi molto brevi, aiutata dalla capacità di volare sopra canyon e formazioni rocciose più piccole. Una volta che lo sciame raggiunge il bersaglio, cercherà di farlo a pezzi usando i suoi artigli affilati. Sembra essere una versione ciberneticamente modificata di un'altra specie, anche se non è stata trovata alcuna controparte organica.
monster_description/zorant;Gli Zorant vivono nelle zone desertiche di Galatea 37. I loro quattro occhi conferiscono loro una vista eccellente sia di giorno che nell'oscurità della notte. Queste creature cercano di catturare prede più piccole sparando punte elettricamente cariche dalla grande ghiandola situata sul dorso degli Zorant.
monster_name/alien_tower_artillery;Torre di artiglieria aliena
monster_name/alien_tower_plasma;Torre del plasma alieno
monster_name/spawner_alien;Fabbrica biologica
planetary_scanner_map_header_1;Giungla verde
planetary_scanner_map_header_2;Terra desolata
planetary_scanner_map_header_3;Giungla rossa
planetary_scanner_map_header_4;Laghi di Magma
planetary_scanner_map_header_5;Valle del Tornado
planetary_scanner_map_header_6;Inferno di pietra
planetary_scanner_map_header_7;Valle della Morte
planetary_scanner_map_header_8;Foresta dei ragni
planetary_scanner_map_header_9;Grotta di cristallo
prop_description/bush_metallic_flowers;Questa specie sembra molto comune nel bioma della Metallic Valley. Tuttavia, non sembra essere il risultato di una modifica cibernetica pianificata. Questa pianta sembra essere stata influenzata da un'entità metallica semplicemente per il fatto di esistere in prossimità di essa.
prop_description/bush_ray_flower;Come meccanismo di difesa, il Florium Viridis è velenoso per la maggior parte delle creature. Si affidano all'impollinazione del vento per riprodursi. I loro fiori sono grandi e sferici, con numerosi semi che si staccano facilmente dal fiore.
prop_description/cactus_fuzzball;Bulbus Spina è una pianta succulenta con foglie spesse e carnose. Gli esemplari giovani sono solitamente piuttosto piccoli e compattati in una sfera. Una volta che la pianta è matura, le sue foglie si allargano e formano una struttura simile a una coppa di fiori, aiutando la pianta a raccogliere l'acqua.
prop_description/cactus_pear;Gli esemplari maturi di Bulbus Pirum sbocciano con grandi fiori colorati che crescono in cima agli steli della pianta. La pianta secerne una sostanza densa e appiccicosa dall'odore gradevole, che attrae gli insetti. Tuttavia, la maggior parte di loro rimane attaccata alla superficie della pianta a causa della natura appiccicosa della sua resina.
prop_description/cactus_thorn;La combinazione di nutrienti metallici consumati da questa specie di cactus conferisce al suo corpo un caldo e pulsante bagliore. Le punte sembrano fatte di metallo, ma in realtà sono solo una miscela di fibre. È probabile che si tratti di un meccanismo di difesa contro gli erbivori.
prop_description/cactus_yellowtooth;Bulbus Dente è una pianta alta e snella caratterizzata da grandi spighe appuntite. A causa della forma della pianta e della sua struttura sbilanciata nella parte superiore, le grandi creature che cercano di nutrirsene rischiano di farla perdere l'equilibrio e di morire su una delle spighe quando la pianta rimbalza.
prop_description/cryo_plant;Peculiaris Fungus Glacio è una specie nativa del Magma Biome di Galatea 37. Per sopravvivere al caldo estremo, si è evoluto per abbassare significativamente la temperatura nelle sue vicinanze. Lo fa convertendo i gas naturalmente presenti nelle aree vulcaniche in una forma fredda e liquida. I dettagli del processo sono ancora sconosciuti.
prop_description/crystal_entwined;Il calore che emana da questa formazione cristallina incoraggia la vegetazione a crescere attorno ad essa. Varie piante finiscono per usare questo cristallo come struttura di supporto, facendo sembrare che il cristallo stesso stia crescendo fuori dalla pianta.
prop_description/crystal_metallic;Queste formazioni cristalline estremamente fragili appaiono in vari luoghi del bioma della Metallic Valley. Devono i loro colori unici agli ingredienti principali della loro composizione minerale: Carbonio e Ironio.
prop_description/crystal_pure;Questo tipo di formazione cristallina può essere trovata in vari punti di Galatea 37. Il suo colore scuro e profondo, combinato con la superficie altamente riflettente, la rende una meraviglia da vedere. Vitreus Pura ospita spesso vene di altri cristalli e risorse che vengono scoperte solo dopo aver rotto il guscio esterno.
prop_description/grass_metallic_spiky;Oltre alle solite foglie d'erba, questa specie forma anche fiori luminosi che assomigliano a cristalli. Un tale travestimento rende questa specie improbabile che venga mangiata dagli animali.
prop_description/magnetic_boulder;Petra Magneticus è un pezzo di detriti vulcanici che distorce il campo elettromagnetico nelle sue immediate vicinanze. La forza del campo disattiva la maggior parte dell'equipaggiamento Riftbreaker. Non è chiaro se queste siano le proprietà naturali di questa roccia o se siano il risultato dell'espulsione in un'eruzione.
prop_description/mushroom_bulb_acid;Questa specie di fungo forma enormi corpi fruttiferi, solitamente sferici, pieni di una gleba spessa e mucosa. Il contenuto del corpo fruttifero è sottoposto a una pressione tale che le sue pareti scoppiano al minimo tocco, facendo esplodere il contenuto a decine di metri di distanza dall'origine e diffondendo spore di conseguenza.
prop_description/mushroom_lumio;I giovani esemplari di questo fungo esplodono per formare diversi bracci sottili. Quando il fungo matura, alcuni di questi bracci cadono. Quelli che rimangono attaccati al fungo producono più spore, che assomigliano a uova o frutti. Spesso vengono raccolti per errore e trasportati via dagli animali, consentendo alla specie di diffondersi.
prop_description/mushroom_metallic;Le imponenti forme simili ad alberi che questa specie sembra produrre non hanno nulla a che fare con la genetica. Il terreno su cui cresce questo fungo è solitamente molto ricco di polvere metallica. Il fungo la assorbe, ma non riesce a rimuoverla in seguito. I forti campi magnetici allungano il corpo del fungo mentre cresce.
prop_description/mushroom_pearls;Il Fungus Globulus produce strutture carnose e sode che sembrano pulsare. Ciò è dovuto al movimento quasi costante della struttura interna del fungo. Le sue spore cercano di schiudersi non appena diventano immobili. Una volta rotto il guscio esterno carnoso, milioni di spore microscopiche si diffondono nell'aria.
prop_description/mushroom_spiky_bulb;Questo fungo sviluppa uno stelo spesso ricoperto da una pelle simile al legno, che protegge la morbida struttura interna dell'organismo. I corpi fruttiferi che contengono spore sono bioluminescenti e assomigliano molto a formazioni cristalline.
prop_description/mushroom_standard;Questo fungo si trova ovunque a Galatea 37. Il suo micelio si è diffuso in tutti i continenti, rendendolo il più grande organismo vivente conosciuto del pianeta. I corpi fruttiferi di questo fungo variano in dimensioni, colore e modello, in base al clima e al terreno nel luogo in cui un esemplare esplode da sottoterra.
prop_description/mushroom_stump;Sarebbe piuttosto facile confondere alcuni di questi funghi con animali. Tuttavia, le loro forme sono in gran parte dettate da ciò su cui crescono. Racchiudono tutto sul loro cammino, ma lo lasciano intatto. Ecco perché è spesso possibile vedere resti di altre piante e cristalli all'interno delle sue strutture.
prop_description/mushroom_vulgaris;La caratteristica non comune di questa specie di fungo è che cresce in grandi gruppi, con più esemplari più piccoli che crescono sopra quelli più grandi. Infatti, gli esemplari più grandi di questa specie sono solitamente visti con quelli più giovani che crescono sopra i loro enormi cappelli. Ciò suggerisce che esemplari separati possono fondersi in un unico organismo più forte.
prop_description/mushroom_winding;Fungus Spiralis ha un grande cappello tortuoso che cresce attorno allo stelo del fungo. Il fungo sembra non prosperare in condizioni troppo umide. Dopo aver assorbito l'acqua dal terreno, l'eccesso non necessario evapora attraverso il cappello, dove l'ampia superficie diventa benefica.
prop_description/tree_blossomed;Il legno di questo albero è estremamente denso e duro, molto probabilmente a causa dell'insolita presenza di formazioni cristalline di vari minerali al suo interno. L'albero sembra incorporare il minerale più onnipresente del terreno in cui cresce. Gli esemplari maturi producono grandi fiori che si formano sulle punte dei rami.
prop_description/tree_burdock;Sebbene il Bratus Zizania maturo sembri composto da diversi alberi attorcigliati l'uno intorno all'altro, in realtà è un tronco con diversi rami. Le foglie rotonde a forma di coppa aiutano l'albero a raccogliere acqua, ma attraggono anche gli animali in cerca di qualcosa da bere. Quelli che atterrano sulla foglia raccolgono probabilmente del polline sui loro corpi che può potenzialmente diffondersi in seguito.
prop_description/tree_catkins;Per proteggersi dagli animali erbivori, il Bratus Amentis imita l'aspetto di un albero secco e morto, non facendo crescere foglie. Per questo motivo, questo albero non ha la capacità di fotosintetizzare il fruttosio. L'albero riesce a rimanere in vita intrappolando e mangiando gli insetti attratti dai suoi grandi fiori.
prop_description/tree_drexolian;Il Bratus Movens è una pianta comune su Galatea 37. Può crescere nella maggior parte delle zone climatiche. Le sue foglie sono piccole e crescono su tutti i numerosi rami dell'albero. Questa specie si adatta alla zona climatica in cui si trova cambiando la colorazione delle foglie, il che le consente di utilizzare la fotosintesi in qualsiasi condizione.
prop_description/tree_floss;Il Bratus Florus si affida all'impollinazione animale come mezzo per sopravvivere. Una volta che i suoi grandi fiori sono impollinati, producono frutti grandi e deliziosi che fungono da grande attrattiva per varie specie di creature galatee.
