;ITALIAN
DIALOG/weather/ashley_tornado_end_01;Il tornado è passato. Per fortuna non è durato così a lungo.
DIALOG/weather/ashley_tornado_end_01_short;Il tornado è finalmente passato.
DIALOG/weather/ashley_tornado_start_01;Il tornado sta distruggendo tutto ciò che incontra sul suo cammino. Allontaniamoci e ripariamo ciò che possiamo.
DIALOG/weather/ashley_tornado_start_01_short;Il tornado sta distruggendo tutto ciò che incontra sul suo cammino!
DIALOG/weather/ashley_tornado_warning_01;Il tempo sta cambiando, c'è un tornado all'orizzonte. Sta puntando dritto verso di noi.
DIALOG/weather/ashley_tornado_warning_01_short;C'è un tornado che si sta dirigendo dritto verso di noi!
DIALOG/weather/ashley_weak_wind_end_01;Il vento sta riprendendo. La produzione di energia sta tornando alla normalità.
DIALOG/weather/ashley_weak_wind_end_01_short;Il vento sta di nuovo aumentando.
DIALOG/weather/ashley_weak_wind_start_01;Il vento è molto lento oggi. L'efficienza delle turbine eoliche non sarà poi così grande...
DIALOG/weather/ashley_weak_wind_start_01_short;Oggi il vento è molto lento.
DIALOG/weather/ashley_weak_wind_warning_01;Sembra che il tempo si stia calmando. Il vento sta rallentando.
DIALOG/weather/mech_acid_fissures_end_01;Il gas acido si sta disperdendo. Questa eruzione è finita. È difficile dire quanto spesso ciò possa accadere.
DIALOG/weather/mech_acid_fissures_end_01_short;Il gas acido si sta disperdendo. Questa eruzione è finita.
DIALOG/weather/mech_acid_fissures_start_01;Si stanno aprendo molteplici fenditure che stanno eruttando gas altamente corrosivo. Non saremo in grado di costruire nulla all'interno di queste nubi.
DIALOG/weather/mech_acid_fissures_start_01_short;Dalle fessure fuoriesce gas corrosivo. Non possiamo costruire nuove strutture.
DIALOG/weather/mech_acid_fissures_warning_01;Attenzione! Sto rilevando un'imminente eruzione acida. Ashley, preparati!
DIALOG/weather/mech_acid_rain_end_01;La pioggia acida è finita. Dovremmo ispezionare l'intera base per valutare l'entità dei danni.
DIALOG/weather/mech_acid_rain_start_01;Sta iniziando a piovere acido. Non saremo in grado di costruire alcun edificio finché non smetterà.
DIALOG/weather/mech_acid_rain_warning_01;Attenzione! Rilevo nubi acide che si dirigono verso di noi. Non saremo in grado di costruire edifici mentre piove. Dovremmo prepararci in fretta.
DIALOG/weather/mech_acid_rain_warning_01_short;La pioggia acida sta arrivando. Non saremo in grado di costruire nulla finché dura.
DIALOG/weather/mech_ash_clouds_end_01;L'atmosfera si sta schiarendo. Le operazioni di base stanno tornando ai livelli nominali.
DIALOG/weather/mech_ash_clouds_start_01;La nube di cenere è su di noi. La visibilità è bassa e la temperatura dell'aria è alta. Non vorresti respirare questo. Anche i pannelli solari sono disattivati.
DIALOG/weather/mech_ash_clouds_start_01_short;La nube di cenere ha ridotto la visibilità. I ​​pannelli solari non sono operativi.
DIALOG/weather/mech_ash_clouds_warning_01;Ashley, sto rilevando un aumento dell'attività vulcanica. C'è una densa nube di cenere in arrivo.
DIALOG/weather/mech_blood_moon_end_01;La luna rossa è ora sotto l'orizzonte. Sembra che le cose stiano iniziando a calmarsi lentamente.
DIALOG/weather/mech_blood_moon_end_01_short;La luna rossa è ora sotto l'orizzonte.
DIALOG/weather/mech_blood_moon_start_01;La luna rossa è ora completamente sollevata. Sento un'attività crescente ovunque intorno a noi.
DIALOG/weather/mech_blood_moon_warning_01;Sta per iniziare uno degli eventi unici di Galatea con il sorgere della luna. Sarà uno spettacolo affascinante.
DIALOG/weather/mech_blood_moon_warning_01_short;I miei calcoli indicano che stasera assisteremo a una luna di sangue.
DIALOG/weather/mech_blue_hail_end_01;La tempesta di grandine è finita. Dovremmo effettuare una rapida valutazione dei danni.
DIALOG/weather/mech_blue_hail_start_01;È in corso una tempesta di grandine molto intensa. Sta danneggiando la mia armatura e le nostre strutture.
DIALOG/weather/mech_blue_hail_start_01_short;È in corso una tempesta di grandine molto intensa.
DIALOG/weather/mech_blue_hail_warning_01;Attenzione! Rilevo una rapida condensazione nelle parti superiori dell'atmosfera. Sta arrivando una tempesta di grandine.
DIALOG/weather/mech_blue_hail_warning_01_short;Attenzione! Sta arrivando una tempesta di grandine.
DIALOG/weather/mech_blue_moon_end_01;La luna blu non è più visibile. È stato un evento molto interessante. Speriamo che accada di nuovo, così potremo fare più ricerche su come influisce sull'ecosistema.
DIALOG/weather/mech_blue_moon_end_01_short;La luna blu è tramontata. Tutte le letture sono tornate alla normalità.
DIALOG/weather/mech_blue_moon_start_01;La luna blu è spuntata. Tutti i sistemi funzionano come previsto. Rilevo molto meno movimento tra la fauna locale del solito.
DIALOG/weather/mech_blue_moon_start_01_short;La luna blu è spuntata. Le creature locali sono più calme del solito.
DIALOG/weather/mech_blue_moon_warning_01;Ashley, sta iniziando un fenomeno unico. Una delle lune di Galatea sta iniziando a emettere luce blu. Non posso prevedere gli effetti di questo evento.
DIALOG/weather/mech_blue_moon_warning_01_short;Ashley, ci sono le condizioni perfette affinché stasera si verifichi la luna blu.
DIALOG/weather/mech_dust_storm_end_01;L'atmosfera si sta schiarendo. Le operazioni di base stanno tornando alla normalità.
DIALOG/weather/mech_dust_storm_start_01;La tempesta di polvere è ormai al suo apice. Dobbiamo aspettare che passi.
DIALOG/weather/mech_dust_storm_start_01_short;La tempesta di polvere è ormai al suo apice.
DIALOG/weather/mech_dust_storm_warning_01;Il meteo sta cambiando. Sento che una tempesta di polvere intensa sta arrivando. Questo potrebbe avere effetti sui nostri pannelli solari.
DIALOG/weather/mech_dust_storm_warning_01_short;Attenzione! Tempesta di polvere in arrivo. Le operazioni di base potrebbero essere compromesse.
DIALOG/weather/mech_earthquake_end_01;Il terremoto è terminato. L'attività sismica sta diminuendo.
DIALOG/weather/mech_earthquake_start_01;L'epicentro del terremoto è vicino alla nostra posizione. Provocherà gravi danni a tutti i nostri edifici in quella zona.
DIALOG/weather/mech_earthquake_start_01_short;Il terremoto sta iniziando. Provocherà gravi danni ai nostri edifici.
DIALOG/weather/mech_earthquake_warning_01;Attenzione! Sto rilevando un'intensa attività sismica. Sta arrivando un forte terremoto.
DIALOG/weather/mech_fog_end_01;La nebbia è scomparsa. L'efficienza di base è tornata alla normalità.
DIALOG/weather/mech_fog_start_01;Questa nebbia è molto densa. Sta influenzando l'efficienza dei nostri pannelli solari e delle turbine eoliche. In base ai miei calcoli non dovrebbe durare a lungo.
DIALOG/weather/mech_fog_start_01_short;Questa nebbia è molto densa. Sta influenzando l'efficienza dei nostri pannelli solari e delle turbine eoliche.
DIALOG/weather/mech_fog_warning_01;Ashley, sto rilevando un improvviso cambiamento nell'umidità dell'aria e nella velocità del vento. Si sta formando una nebbia.
DIALOG/weather/mech_ion_storm_end_01;Il numero di particelle cariche è drasticamente diminuito. Il funzionamento delle apparecchiature sta tornando alla normalità.
DIALOG/weather/mech_ion_storm_end_01_short;Il numero di particelle cariche è tornato al livello abituale.
DIALOG/weather/mech_ion_storm_start_01;La tempesta di ioni è iniziata. Tutti i sensori sono fuori uso. Molte delle nostre apparecchiature sono state disattivate. Dobbiamo aspettare che la tempesta passi.
DIALOG/weather/mech_ion_storm_start_01_short;La tempesta di ioni è iniziata. La nostra Equipaggiamento non funzionerà correttamente per tutta la sua durata.
DIALOG/weather/mech_ion_storm_warning_01;Attenzione! Sto rilevando un'intensa tempesta di ioni in arrivo a causa di una recente espulsione di massa coronale sul sole di Galatea. Potrebbe disabilitare alcune delle nostre apparecchiature
DIALOG/weather/mech_ion_storm_warning_01_short;Attenzione! Sto rilevando un'intensa tempesta di ioni. Potrebbe disattivare alcune delle nostre apparecchiature.
DIALOG/weather/mech_meteor_shower_end_01;Non seguo più meteore. Il pericolo è passato.
DIALOG/weather/mech_meteor_shower_start_01;Questi meteoriti sono piuttosto piccoli, ma possono comunque causare danni gravi.
DIALOG/weather/mech_meteor_shower_warning_01;Attenzione! Il mio radar sta tracciando uno sciame di meteoriti. La sua traiettoria di volo termina molto vicino alla nostra posizione. Preparatevi al bombardamento.
DIALOG/weather/mech_meteor_shower_warning_01_short;Attenzione! Si prevede che una pioggia di meteoriti colpirà presto la nostra posizione.
DIALOG/weather/mech_no_wind_end_01;Le correnti del vento stanno tornando alla forza normale. La produzione di energia delle turbine eoliche sta tornando ai livelli nominali.
DIALOG/weather/mech_no_wind_start_01;Il vento si è fermato. Ciò influirà sulla generazione di energia della turbina eolica.
DIALOG/weather/mech_no_wind_warning_01;Sto rilevando un cambiamento nell'energia eolica. Questo potrebbe influenzare le nostre turbine eoliche.
DIALOG/weather/mech_rain_end_01;La pioggia è finita. Le operazioni di base stanno tornando alla normalità.
DIALOG/weather/mech_rain_start_01;Questa pioggia è innocua per la nostra base, ma riduce l'efficienza dei pannelli solari fino a farli smettere.
DIALOG/weather/mech_rain_warning_01;L'umidità dell'aria sta aumentando. Tra un momento pioverà.
DIALOG/weather/mech_resource_comet_end_01;La cometa ha colpito il suolo. Ashley, andiamo a investigare quella zona.
DIALOG/weather/mech_resource_comet_start_01;La cometa ha una composizione minerale molto interessante. Deve portare qualcosa di prezioso. Sto monitorando il punto di atterraggio.
DIALOG/weather/mech_resource_comet_start_01_short;La cometa potrebbe portarci qualcosa di prezioso. Sto monitorando la sua posizione.
DIALOG/weather/mech_resource_comet_warning_01;Ashley, ho rilevato un piccolo pezzo di cometa che entra nell'atmosfera vicino alla nostra posizione. È molto probabile che atterrerà vicino alla nostra base.
DIALOG/weather/mech_resource_comet_warning_01_short;Ashley, un oggetto astronomico è entrato nell'atmosfera di Galatea vicino alle nostre coordinate.
DIALOG/weather/mech_resource_earthquake_end_01;Il terremoto è finito. Sembra che abbia dissotterrato un oggetto vicino al suo epicentro.
DIALOG/weather/mech_resource_earthquake_start_01;Il terremoto sta iniziando. Provocherà gravi danni ai nostri edifici.
DIALOG/weather/mech_resource_earthquake_warning_01;Rilevo attività sismica vicino alla nostra posizione.
DIALOG/weather/mech_rock_rain_end_01;Non vedo bombe vulcaniche nell'aria. La minaccia è passata. Ora possiamo valutare i danni.
DIALOG/weather/mech_rock_rain_end_01_short;La minaccia rappresentata dal materiale vulcanico è passata.
DIALOG/weather/mech_rock_rain_start_01;Pericolo! Grandi pezzi di roccia vulcanica cadono dal cielo. Possono causare gravi danni.
DIALOG/weather/mech_rock_rain_start_01_short;Grandi pezzi di roccia vulcanica in arrivo. Minaccia di gravi danni.
DIALOG/weather/mech_rock_rain_warning_01;Attenzione! Ho rilevato un'esplosione vulcanica nelle vicinanze. Preparatevi al bombardamento di rocce vulcaniche.
DIALOG/weather/mech_solar_burn_end_01;L'attività del Sole sta diminuendo. I livelli di calore e radiazione stanno tornando alla normalità.
DIALOG/weather/mech_solar_burn_start_01;Il Sole sta bruciando noi e le nostre strutture. È pericoloso, ma questa attività non dovrebbe durare a lungo.
DIALOG/weather/mech_solar_burn_start_01_short;Il sole sta bruciando noi e le nostre strutture.
DIALOG/weather/mech_solar_burn_warning_01;Attenzione! Sto rilevando un'attività solare pericolosa. Ashley, non c'è atmosfera protettiva su questo deserto. Subiremo danni.
DIALOG/weather/mech_solar_burn_warning_01_short;Attenzione! Sto rilevando un'attività solare pericolosa.
DIALOG/weather/mech_solar_eclipse_end_01;L'eclissi è finita. Questi eventi possono verificarsi di tanto in tanto.
DIALOG/weather/mech_solar_eclipse_end_01_short;L'eclissi è finita.
DIALOG/weather/mech_solar_eclipse_start_01;Eclissi solare in corso. Efficienza del pannello solare allo 0%. Questo evento finirà presto.
DIALOG/weather/mech_solar_eclipse_warning_01;Ashley, in base ai miei calcoli, presto ci sarà un'eclissi solare. I pannelli solari saranno spenti per tutta la sua durata.
DIALOG/weather/mech_solar_eclipse_warning_01_short;Ashley, oggi assisteremo a un'eclissi solare.
DIALOG/weather/mech_strong_wind_end_01;La velocità del vento sta tornando ai valori tipici. L'efficienza della turbina eolica sta tornando alla normalità.
DIALOG/weather/mech_strong_wind_start_01;La velocità del vento è eccezionalmente alta. L'efficienza della turbina eolica è al massimo.
DIALOG/weather/mech_strong_wind_warning_01;Le condizioni meteorologiche stanno cambiando. La velocità del vento sta aumentando.
DIALOG/weather/mech_super_moon_end_01;La luna non è più visibile. Le cose stanno tornando alla normalità.
DIALOG/weather/mech_super_moon_warning_01;Questa notte sarà molto più luminosa del solito. Dovrebbe rendere la sopravvivenza un po' più facile.
DIALOG/weather/mech_super_moon_warning_01_short;Ashley, stasera ci sarà una superluna.
DIALOG/weather/mech_thunderstorm_end_01;Il tempo si è calmato, la tempesta è passata.
DIALOG/weather/mech_thunderstorm_start_01;La tempesta è molto violenta, ma la nostra base è al sicuro dal vento. La produzione di turbine eoliche è ai massimi livelli.
DIALOG/weather/mech_thunderstorm_warning_01;Sento tuoni lontani. Si stanno avvicinando. Preparatevi a un temporale.
DIALOG/weather/mech_thunderstorm_warning_01_short;Un forte fronte atmosferico si sta avvicinando. Sta arrivando una tempesta.
DIALOG/weather/mech_tornado_end_01;Il tornado si è disperso. Valutiamo i danni che ha fatto.
DIALOG/weather/mech_tornado_start_01;Attenzione! Il tornado è estremamente pericoloso, state lontani dal suo percorso.
DIALOG/weather/mech_tornado_warning_01;Allerta tornado! Preparatevi a condizioni meteorologiche estreme.
DIALOG/weather/mech_weak_wind_end_01;La proiezione della velocità del vento sta tornando a valori statisticamente normali. Le turbine eoliche sono tornate a livelli di potenza nominale.
DIALOG/weather/mech_weak_wind_end_01_short;Sono tornate le normali correnti d'aria.
DIALOG/weather/mech_weak_wind_start_01;La velocità del vento è bassa oggi. Le turbine eoliche sono meno efficaci.
DIALOG/weather/mech_weak_wind_warning_01;Sto rilevando una diminuzione della velocità del vento. Ciò potrebbe avere effetti sulle nostre turbine eoliche.
gui/hud/objective_name/demo/defend_base;Difendi il quartier generale!
gui/hud/objective_name/demo/destroy_canoptrix_nest_1;Distruggi il nido di Canoptrix a ovest.
gui/hud/objective_name/demo/destroy_canoptrix_nest_2;Distruggi il nido di Canoptrix a nord.
gui/hud/objective_name/demo/prepare_for_attack;Preparatevi ad un attacco in arrivo da ovest.
gui/hud/objective_name/demo/prepare_for_attack_towers;Costruisci almeno 6 Torri Sentinella.
gui/hud/objective_name/demo/prepare_for_attack_walls;Costruisci almeno 30 pezzi di Muro.
gui/hud/objective_name/demo/prepare_for_new_attack;Preparatevi per una nuova ondata di attacchi.
gui/hud/objective_name/demo/return_to_base_and_prepare;Ritorna alla base e preparati per un attacco potente!
gui/hud/objective_name/demo/steel_factory;Costruisci una fabbrica di Ironio e alimentala con una centrale elettrica al Carbonio.
gui/hud/objective_name/demo/steel_factory_build_factory;Costruisci una fabbrica di Ironio.
gui/hud/objective_name/demo/steel_factory_connector;Costruisci un connettore energetico.
gui/hud/objective_name/demo/steel_factory_defend;Difendi l'avamposto minerario!
gui/hud/objective_name/demo/steel_factory_find;Trova una vena di minerale per costruire una fabbrica di Ironio.
gui/hud/objective_name/demo/steel_factory_portal;Posiziona un Portale di Fenditura vicino alla Fabbrica di Ironio.
gui/hud/objective_name/demo/steel_factory_power_plant;Costruisci una centrale elettrica al carbonio.
gui/hud/objective_name/demo/steel_factory_towers;Posiziona 4 Torri Sentinella vicino alla Fabbrica di Ironio.
gui/hud/objective_name/generic/attack_incoming;Attacco in arrivo!
gui/hud/objective_name/generic/build_ai_hub;Costruire un hub AI per espandere il numero di core AI.
gui/hud/objective_name/generic/build_alien_research_lab;Costruisci il Laboratorio di Ricerca Aliena.
gui/hud/objective_name/generic/build_alien_research_lab.connect_mud;Collegare la pompa all'impianto di filtraggio dell'acqua tramite una tubazione.
gui/hud/objective_name/generic/build_alien_research_lab.connect_water;Collegare l'impianto di filtraggio dell'acqua all'Alien Research Lab tramite una conduttura.
gui/hud/objective_name/generic/build_alien_research_lab.construct_building;Costruisci l'edificio del laboratorio di ricerca sugli alieni.
gui/hud/objective_name/generic/build_alien_research_lab.construct_mud_pump;Posizionare una pompa su una piscina di risorse liquide.
gui/hud/objective_name/generic/build_alien_research_lab.construct_water_filter;Costruire un impianto di filtraggio dell'acqua.
gui/hud/objective_name/generic/build_alien_research_lab.download_tech_2;Scarica gli schemi per il Quartier Generale Lvl3
gui/hud/objective_name/generic/build_armory;Costruisci un'armeria.
gui/hud/objective_name/generic/build_carbonium_factory;Costruisci una fabbrica di carbonio.
gui/hud/objective_name/generic/build_comm_hub;Costruisci un hub di comunicazione.
gui/hud/objective_name/generic/build_hq;Imposta una base.
gui/hud/objective_name/generic/build_hq_construct_building;Costruire l'edificio della sede centrale.
gui/hud/objective_name/generic/build_power_plant;Costruisci una centrale elettrica.
gui/hud/objective_name/generic/build_power_supply;Fornisci energia alla tua base.
gui/hud/objective_name/generic/connect_to_power;Collegare tutti gli edifici utilizzando i connettori energetici.
gui/hud/objective_name/generic/creeper;Rilevata colonia di lievito acido.
gui/hud/objective_name/generic/creeper_find;Trova la radice della colonia.
gui/hud/objective_name/generic/creeper_kill;Distruggere la radice della colonia.
gui/hud/objective_name/generic/destroy_biofactory;Distruggi la biofabbrica.
gui/hud/objective_name/generic/destroy_biofactory_all;Distruggi tutte le biofabbriche nella zona.
gui/hud/objective_name/generic/gather_carbonium;Raccogliere Carbonio
gui/hud/objective_name/generic/mission_complete;Missione completata.
gui/hud/objective_name/generic/mission_complete_return_to_hq;Missione completata. Usa lo scanner planetario per tornare al quartier generale.
gui/hud/objective_name/generic/nest_bradron;Fermate gli attacchi di Bradron.
gui/hud/objective_name/generic/nest_canoptrix_multiple;Fermate gli attacchi delle canoptrix.
gui/hud/objective_name/generic/nest_canoptrix_multiple_find;Trova la fonte dei frequenti attacchi di canoptrix.
gui/hud/objective_name/generic/nest_canoptrix_multiple_kill;Distruggere tutti i nidi di canoptrix.
gui/hud/objective_name/generic/nest_canoptrix_single;Fermate gli attacchi delle canoptrix.
gui/hud/objective_name/generic/nest_canoptrix_single_find;Trova la fonte dei frequenti attacchi di canoptrix.
gui/hud/objective_name/generic/nest_canoptrix_single_kill;Distruggi il nido della canoptrice.
gui/hud/objective_name/generic/nest_find;Trova la fonte degli attacchi frequenti.
gui/hud/objective_name/generic/nest_flurian;Fermate gli attacchi Fluriani.
gui/hud/objective_name/generic/nest_granan_multiple;Fermate gli attacchi dei Granan.
gui/hud/objective_name/generic/nest_granan_multiple_find;Trova la fonte dei frequenti attacchi Granan.
gui/hud/objective_name/generic/nest_granan_multiple_kill;Distruggi tutti i nidi di Granan.
gui/hud/objective_name/generic/nest_granan_single;Fermate gli attacchi dei Granan.
gui/hud/objective_name/generic/nest_granan_single_find;Trova la fonte dei frequenti attacchi Granan.
gui/hud/objective_name/generic/nest_granan_single_kill;Distruggi tutti i nidi di Granan.
gui/hud/objective_name/generic/nest_morirot_multiple;Fermate gli attacchi dei Morirot.
gui/hud/objective_name/generic/nest_morirot_multiple_find;Scopri la fonte dei frequenti attacchi dei Morirot.
gui/hud/objective_name/generic/nest_morirot_multiple_kill;Distruggi tutti i nidi dei Morirot.
gui/hud/objective_name/generic/nest_morirot_single;Fermate gli attacchi dei Morirot.
gui/hud/objective_name/generic/nest_morirot_single_find;Scopri la fonte dei frequenti attacchi dei Morirot.
gui/hud/objective_name/generic/nest_morirot_single_kill;Distruggi tutti i nidi dei Morirot.
gui/hud/objective_name/generic/nest_mushbit_multiple;Fermate gli attacchi Mushbit.
gui/hud/objective_name/generic/nest_mushbit_multiple_find;Scopri la fonte dei frequenti attacchi Mushbit.
gui/hud/objective_name/generic/nest_mushbit_multiple_kill;Distruggi tutti i nidi di Mushbit.
gui/hud/objective_name/generic/nest_mushbit_single;Fermate gli attacchi Mushbit.
gui/hud/objective_name/generic/nest_mushbit_single_find;Scopri la fonte dei frequenti attacchi Mushbit.
gui/hud/objective_name/generic/nest_mushbit_single_kill;Distruggi tutti i nidi di Mushbit.
gui/hud/objective_name/generic/nest_octabit;Fermare gli attacchi Octabit.
gui/hud/objective_name/generic/nest_wingmite;Ferma gli attacchi dei Wingmite.
gui/hud/objective_name/generic/planetary_missions_available;Utilizza la schermata Scanner orbitale per accedere alle missioni planetarie.
gui/hud/objective_name/generic/power_building;Fornire energia.
gui/hud/objective_name/generic/protect_research_station;Proteggiamo la stazione di ricerca!
gui/hud/objective_name/generic/survive;Sopravvivere!
gui/hud/objective_name/generic/tutorial_ammunition;Costruisci una fabbrica di munizioni per rifornire le tue torri.
gui/hud/objective_name/generic/tutorial_crafting;Crea un oggetto nell'Armeria.
gui/hud/objective_name/generic/tutorial_crafting_instruction;Seleziona l'Armeria per accedere al menu di creazione.
gui/hud/objective_name/generic/tutorial_crafting_inventory_instruction;"Equipaggia il nuovo oggetto utilizzando la schermata di caricamento. <img=""${inventory}"">"
gui/hud/objective_name/generic/tutorial_research;Scarica una nuova tecnologia.
gui/hud/objective_name/generic/tutorial_research_instruction;Selezionare Hub Comunicazioni per accedere al menu Ricerca.
gui/hud/objective_name/generic/unusual_creature;Indaga sull'aspetto di una creatura insolitamente grande.
gui/hud/objective_name/generic/unusual_creature_find_creature;Trova la posizione della creatura.
gui/hud/objective_name/generic/unusual_creature_kill_creature;Uccidi la creatura aggressiva.
gui/hud/objective_name/generic/upgrade_hq;Aggiornare l'edificio della sede centrale.
gui/hud/objective_name/story/acid_build_outpost;Istituire un avamposto minerario di palladio.
gui/hud/objective_name/story/acid_creeper_gather_samples;Raccogliere campioni di radici di colonie di lievito acido.
gui/hud/objective_name/story/acid_find_new_resource/main;Cerca giacimenti di palladio utilizzando il Geoscanner.
gui/hud/objective_name/story/acid_find_new_resource/main.find_deposit;Individuare il grande giacimento di palladio nell'area contrassegnata.
gui/hud/objective_name/story/acid_find_new_resource/main.gather_palladium;Raccogli Palladio:
gui/hud/objective_name/story/acid_find_rare_resource/find_rhodonite;Individuare la rodonite usando il Geoscanner. Risorsa raccolta:
gui/hud/objective_name/story/acid_find_rare_resource/gather_familiarity_samples;Raccogli campioni di Cristallo Rosso per sbloccare la Gestione della Ferdonite.
gui/hud/objective_name/story/acid_find_rare_resource/scout_area;Esplora una zona ricca di rodonite.
gui/hud/objective_name/story/acid_find_samples/research_lab;Istituire una stazione di ricerca nei pressi di una colonia di lieviti acidi.
gui/hud/objective_name/story/acid_find_samples/research_lab.build;Costruire una stazione di ricerca vicino alla radice della colonia di lievito acido.
gui/hud/objective_name/story/acid_find_samples/research_lab.find_root;Trova una radice di colonia di lieviti rampicanti acidi.
gui/hud/objective_name/story/acid_find_samples/research_lab.find_root_zone;Rilevata attività di lievito acido nelle vicinanze. Esaminare l'area.
gui/hud/objective_name/story/acid_find_samples/research_lab.power;Alimentare la stazione di ricerca fino al completamento del processo di scansione.
gui/hud/objective_name/story/acid_floor_research;"Ricerca ""Anti-Corrosive Floor"" per proteggere dall'espansione acida del lievito."
gui/hud/objective_name/story/acid_resource_outpost/build.outpost;Costruisci un avamposto vicino a un giacimento di palladio.
gui/hud/objective_name/story/acid_resource_outpost/build.rare_element_mine;Costruisci una miniera di elementi rari su un giacimento di palladio.
gui/hud/objective_name/story/acid_scout/creeper_colony.gather_samples;Raccogliere campioni di lievito acido.
gui/hud/objective_name/story/acid_scout/creeper_root;Raccogliere il bulbo centrale della colonia di lievito per ulteriori analisi.
gui/hud/objective_name/story/acid_scout/scout;Cercare nell'area la fonte di contaminazione dell'aria.
gui/hud/objective_name/story/acid_scout/scout.anomaly;Rilevate emissioni di fumi acidi. Esaminare l'area.
gui/hud/objective_name/story/build_harvester;Costruisci una mietitrice vicino al coltivatore.
gui/hud/objective_name/story/build_planetary_scanner;Costruisci uno scanner orbitale.
gui/hud/objective_name/story/build_planetary_scanner.construct_building;Costruire l'edificio dello scanner orbitale.
gui/hud/objective_name/story/build_planetary.scanner.gather_cobalt;Trova il cobalto utilizzando il Geoscanner.
gui/hud/objective_name/story/build_rift_station;Costruisci la Rift Station per tornare sulla Terra.
gui/hud/objective_name/story/build_rift_station_foundation;Posiziona le fondamenta per la Rift Station. Prevedi molto spazio libero attorno ad essa.
gui/hud/objective_name/story/build_rift_station.palladium;Costruisci il condensatore di iperparticelle (richiede palladio).
gui/hud/objective_name/story/build_rift_station.titanium;Costruisci lo stabilizzatore della porta quantica (richiede titanio).
gui/hud/objective_name/story/build_rift_station.uranium;Costruisci l'acceleratore di campo di fusione (richiede uranio).
gui/hud/objective_name/story/desert_build_outpost;Creare un avamposto per l'estrazione dell'uranio.
gui/hud/objective_name/story/desert_find_new_resource;Cerca l'uranio in una nuova posizione planetaria.
gui/hud/objective_name/story/desert_find_new_resource/find_uranium;Indagare su un'area altamente radioattiva.
gui/hud/objective_name/story/desert_find_new_resource/gather_uranium;Raccogli l'uranio utilizzando il Geoscanner:
gui/hud/objective_name/story/desert_find_rare_resource/gather_familiarity_samples;Raccogli un campione di cactus viola:
gui/hud/objective_name/story/desert_find_rare_resource/gather_tanzanite;Raccogliere la tanzanite:
gui/hud/objective_name/story/desert_find_rare_resource/grow_trees;Coltivare cactus nel giacimento di tanzanite per estrarre la risorsa.
gui/hud/objective_name/story/desert_find_rare_resource/grow_trees.build_cultivator;Costruisci un coltivatore sul giacimento di tanzanite.
gui/hud/objective_name/story/desert_find_rare_resource/grow_trees.connect_water;Fornire acqua al coltivatore.
gui/hud/objective_name/story/desert_find_rare_resource/grow_trees.defend;Difendi l'oleodotto e il Coltivatore.
gui/hud/objective_name/story/desert_find_rare_resource/scout_oasis;Esplora il luogo in cui si trova l'acqua.
gui/hud/objective_name/story/desert_find_rare_resource/scout_resource;Esplora la zona in cui si trova un giacimento sotterraneo di tanzanite.
gui/hud/objective_name/story/desert_find_samples/anomaly;Indagare sull'anomalia.
gui/hud/objective_name/story/desert_find_samples/anomaly.scan_crystal;Esamina il cristallo vibrante.
gui/hud/objective_name/story/desert_find_samples/gather_specimen;Raccogliere esemplari di Stregaros:
gui/hud/objective_name/story/desert_floor_research;"Cerca ""Pavimento stabile extra"" per poter costruire sulle sabbie mobili."
gui/hud/objective_name/story/desert_resource_outpost/build.outpost;Costruisci un avamposto vicino a un giacimento di uranio.
gui/hud/objective_name/story/desert_resource_outpost/build.rare_element_mine;Costruisci una miniera di elementi rari su un giacimento di uranio.
gui/hud/objective_name/story/desert_resource_outpost/build.uranium_centrifuges;Costruire centrifughe per l'uranio per raffinare l'uranio grezzo.
gui/hud/objective_name/story/desert_resource_outpost/refine_uranium;Accumulare uranio raffinato:
gui/hud/objective_name/story/desert_scout/find_stregaros;Individua la strana creatura.
gui/hud/objective_name/story/desert_scout/scout;Esplora l'area per raccogliere dati sull'attività solare. Avanzamento:
gui/hud/objective_name/story/download_tech_uranium_tech;Preparatevi a creare un avamposto per l'estrazione dell'uranio.
gui/hud/objective_name/story/find_palladium;Raccogli campioni di minerale di palladio.
gui/hud/objective_name/story/find_titanium;Raccogli campioni di minerale di titanio in una nuova posizione planetaria.
gui/hud/objective_name/story/jungle_build_outpost;Creare un avamposto per l'estrazione del cobalto.
gui/hud/objective_name/story/jungle_find_rare_resource/gather_familiarity_samples;Raccogliere esemplari di alberi di cristallo arancioni:
gui/hud/objective_name/story/jungle_find_rare_resource/gather_hazenite;Raccogli Hazenite:
gui/hud/objective_name/story/jungle_find_rare_resource/grow_trees;"Coltiva gli ""alberi di cristallo"" arancioni (${prop_name/mushroom_spiky_bulb_red}) sul giacimento di Hazenite."
gui/hud/objective_name/story/jungle_find_rare_resource/grow_trees.build_cultivator;Costruire un coltivatore sul giacimento di Hazenite.
gui/hud/objective_name/story/jungle_find_rare_resource/scout_resource;Individuare il giacimento sotterraneo di Hazenite.
gui/hud/objective_name/story/jungle_resource_outpost/build.outpost;Costruisci un avamposto vicino a un giacimento di cobalto.
gui/hud/objective_name/story/jungle_resource_outpost/build.rare_element_mine;Costruisci una miniera di elementi rari su un giacimento di cobalto.
gui/hud/objective_name/story/magma_build_outpost;Creare un avamposto per l'estrazione del titanio.
